"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2021","0.342546","0.326036","0.352889","0.312234","3.51B","5.07%"
"06/08/2021","0.326014","0.330335","0.340160","0.296348","4.84B","-1.11%"
"06/07/2021","0.329668","0.369419","0.377236","0.326892","3.31B","-10.73%"
"06/06/2021","0.369287","0.371029","0.375676","0.365641","1.81B","-0.48%"
"06/05/2021","0.371083","0.375948","0.392679","0.359655","3.84B","-1.29%"
"06/04/2021","0.375950","0.399356","0.399609","0.349920","6.71B","-5.86%"
"06/03/2021","0.399332","0.423221","0.440261","0.377310","7.34B","-5.62%"
"06/02/2021","0.423130","0.369067","0.444100","0.351944","12.20B","14.65%"
"06/01/2021","0.369066","0.323958","0.381584","0.310439","6.84B","13.93%"
"05/31/2021","0.323951","0.300772","0.327625","0.293505","2.89B","7.55%"
"05/30/2021","0.301199","0.302124","0.310034","0.286698","2.35B","-0.31%"
"05/29/2021","0.302128","0.310742","0.317036","0.279573","3.10B","-2.77%"
"05/28/2021","0.310730","0.332085","0.344428","0.300120","4.16B","-6.42%"
"05/27/2021","0.332046","0.350464","0.350524","0.325240","2.96B","-5.26%"
"05/26/2021","0.350483","0.345548","0.364539","0.336194","3.83B","1.45%"
"05/25/2021","0.345477","0.364394","0.379504","0.323238","6.50B","-5.20%"
"05/24/2021","0.364433","0.305975","0.369911","0.295792","8.16B","19.10%"
"05/23/2021","0.305984","0.341509","0.349669","0.249235","9.45B","-10.40%"
"05/22/2021","0.341484","0.358377","0.359675","0.317692","6.33B","-4.72%"
"05/21/2021","0.358401","0.397731","0.411212","0.315049","8.54B","-9.89%"
"05/20/2021","0.397741","0.330407","0.432618","0.297074","13.85B","20.40%"
"05/19/2021","0.330353","0.474719","0.477866","0.217528","19.28B","-30.41%"
"05/18/2021","0.474714","0.486444","0.512529","0.468941","4.75B","-2.40%"
"05/17/2021","0.486366","0.513062","0.514821","0.457331","6.84B","-5.20%"
"05/16/2021","0.513023","0.507796","0.547205","0.449635","8.26B","1.10%"
"05/15/2021","0.507448","0.559594","0.563262","0.493248","7.92B","-9.32%"
"05/14/2021","0.559581","0.486983","0.589075","0.464572","16.22B","14.93%"
"05/13/2021","0.486910","0.389257","0.514831","0.353838","16.69B","25.12%"
"05/12/2021","0.389159","0.493226","0.519039","0.385839","8.60B","-21.10%"
"05/11/2021","0.493231","0.449956","0.544636","0.442940","12.46B","9.61%"
"05/10/2021","0.449977","0.568689","0.568689","0.422392","15.36B","-20.87%"
"05/09/2021","0.568682","0.635330","0.697487","0.423602","37.25B","-10.36%"
"05/08/2021","0.634394","0.686914","0.738255","0.605162","16.92B","-7.64%"
"05/07/2021","0.686880","0.579819","0.729865","0.519357","18.81B","18.46%"
"05/06/2021","0.579839","0.653501","0.663006","0.541526","12.97B","-11.52%"
"05/05/2021","0.655355","0.559521","0.693839","0.536232","28.03B","17.24%"
"05/04/2021","0.559005","0.438349","0.594039","0.398416","31.90B","27.56%"
"05/03/2021","0.438244","0.372467","0.443181","0.372467","9.97B","17.68%"
"05/02/2021","0.372404","0.390686","0.399246","0.363912","8.20B","-4.67%"
"05/01/2021","0.390642","0.336657","0.396647","0.327317","11.34B","16.04%"
"04/30/2021","0.336635","0.303226","0.338327","0.300761","6.48B","11.01%"
"04/29/2021","0.303240","0.323591","0.323797","0.295612","6.74B","-6.29%"
"04/28/2021","0.323582","0.270696","0.343505","0.255591","21.22B","19.55%"
"04/27/2021","0.270668","0.270118","0.278347","0.264018","5.38B","0.32%"
"04/26/2021","0.269805","0.251192","0.279737","0.247390","7.90B","7.45%"
"04/25/2021","0.251103","0.269932","0.288841","0.224455","10.02B","-7.00%"
"04/24/2021","0.270017","0.248790","0.289165","0.229214","17.25B","8.56%"
"04/23/2021","0.248731","0.260800","0.269065","0.166312","27.91B","-4.63%"
"04/22/2021","0.260810","0.305718","0.308332","0.256061","17.34B","-14.67%"
"04/21/2021","0.305633","0.317922","0.346599","0.297108","15.48B","-3.80%"
"04/20/2021","0.317696","0.407451","0.422212","0.271758","33.27B","-22.01%"
"04/19/2021","0.407335","0.322197","0.433969","0.309128","31.68B","26.49%"
"04/18/2021","0.322037","0.282723","0.349748","0.239707","29.11B","14.23%"
"04/17/2021","0.281909","0.365389","0.378924","0.232010","39.28B","-22.88%"
"04/16/2021","0.365551","0.182628","0.449889","0.180132","83.39B","99.99%"
"04/15/2021","0.182784","0.121275","0.189446","0.120291","37.96B","50.63%"
"04/14/2021","0.121349","0.094250","0.144229","0.092535","57.29B","29.42%"
"04/13/2021","0.093763","0.070709","0.095671","0.070705","23.19B","32.59%"
"04/12/2021","0.070719","0.074205","0.075337","0.068792","8.90B","-4.63%"
"04/11/2021","0.074150","0.063680","0.079712","0.063402","24.47B","16.43%"
"04/10/2021","0.063688","0.061605","0.065016","0.060969","5.30B","3.42%"
"04/09/2021","0.061582","0.061754","0.063832","0.060536","4.13B","-0.28%"
"04/08/2021","0.061757","0.058730","0.062168","0.058705","3.86B","5.16%"
"04/07/2021","0.058728","0.064281","0.067151","0.057211","9.59B","-8.64%"
"04/06/2021","0.064283","0.059921","0.064989","0.058068","9.45B","7.23%"
"04/05/2021","0.059948","0.057393","0.060593","0.056318","5.22B","4.44%"
"04/04/2021","0.057401","0.055542","0.058122","0.055121","3.28B","3.32%"
"04/03/2021","0.055554","0.057567","0.059440","0.055553","4.08B","-3.50%"
"04/02/2021","0.057570","0.062093","0.062794","0.057285","8.10B","-7.31%"
"04/01/2021","0.062113","0.053742","0.070722","0.053723","26.14B","15.57%"
"03/31/2021","0.053744","0.054026","0.054484","0.051896","2.26B","-0.52%"
"03/30/2021","0.054027","0.054122","0.055567","0.053738","2.81B","-0.14%"
"03/29/2021","0.054102","0.053641","0.054673","0.053230","1.92B","0.87%"
"03/28/2021","0.053637","0.054436","0.054859","0.053046","1.42B","-1.45%"
"03/27/2021","0.054426","0.053976","0.055388","0.053456","2.39B","0.84%"
"03/26/2021","0.053973","0.051249","0.053988","0.051241","2.11B","5.29%"
"03/25/2021","0.051263","0.051501","0.052410","0.049650","3.47B","-0.48%"
"03/24/2021","0.051510","0.053431","0.056659","0.050887","3.00B","-3.61%"
"03/23/2021","0.053437","0.054913","0.056043","0.052797","2.81B","-2.72%"
"03/22/2021","0.054929","0.057475","0.057923","0.054801","2.42B","-4.42%"
"03/21/2021","0.057471","0.058829","0.059509","0.056763","2.57B","-2.31%"
"03/20/2021","0.058827","0.058263","0.060603","0.058042","3.43B","0.95%"
"03/19/2021","0.058270","0.057290","0.059825","0.056462","3.12B","1.70%"
"03/18/2021","0.057294","0.057878","0.059150","0.056997","2.56B","-1.01%"
"03/17/2021","0.057880","0.058606","0.058881","0.056567","2.39B","-1.25%"
"03/16/2021","0.058611","0.056968","0.059050","0.055365","3.91B","2.89%"
"03/15/2021","0.056965","0.058429","0.059736","0.055064","4.77B","-2.51%"
"03/14/2021","0.058431","0.062676","0.063510","0.058431","9.16B","-6.80%"
"03/13/2021","0.062694","0.055238","0.062739","0.054694","6.37B","13.45%"
"03/12/2021","0.055261","0.055896","0.056965","0.054298","3.66B","-1.13%"
"03/11/2021","0.055893","0.055877","0.056895","0.054398","3.39B","-0.01%"
"03/10/2021","0.055900","0.057900","0.058642","0.054554","4.71B","-3.58%"
"03/09/2021","0.057978","0.062851","0.062851","0.056009","8.67B","-7.75%"
"03/08/2021","0.062848","0.051888","0.062848","0.051622","13.64B","21.14%"
"03/07/2021","0.051881","0.050924","0.052248","0.050548","3.03B","1.86%"
"03/06/2021","0.050935","0.049523","0.052453","0.049256","5.28B","2.73%"
"03/05/2021","0.049584","0.049925","0.050877","0.048026","3.76B","-0.69%"
"03/04/2021","0.049927","0.050469","0.051118","0.047762","3.65B","-1.08%"
"03/03/2021","0.050474","0.050343","0.052153","0.050011","3.64B","0.39%"
"03/02/2021","0.050279","0.050582","0.052423","0.049198","4.67B","-0.59%"
"03/01/2021","0.050576","0.048134","0.052290","0.047929","5.22B","5.08%"
"02/28/2021","0.048129","0.050076","0.050176","0.044811","4.85B","-3.89%"
"02/27/2021","0.050076","0.050466","0.051993","0.049173","4.45B","-0.77%"
"02/26/2021","0.050463","0.049909","0.052537","0.048537","6.16B","0.84%"
"02/25/2021","0.050045","0.056663","0.058030","0.049862","9.27B","-11.67%"
"02/24/2021","0.056653","0.047663","0.060400","0.046065","19.49B","18.84%"
"02/23/2021","0.047673","0.053537","0.053774","0.041782","11.25B","-10.94%"
"02/22/2021","0.053530","0.056136","0.060737","0.046516","15.50B","-4.21%"
"02/21/2021","0.055881","0.054196","0.059292","0.053350","10.29B","3.23%"
"02/20/2021","0.054135","0.055044","0.060455","0.051115","14.03B","-1.64%"
"02/19/2021","0.055036","0.059117","0.059628","0.054075","11.88B","-6.93%"
"02/18/2021","0.059134","0.049469","0.063482","0.048970","21.38B","19.54%"
"02/17/2021","0.049467","0.053513","0.055054","0.047960","10.52B","-7.56%"
"02/16/2021","0.053513","0.056427","0.059810","0.050815","11.60B","-5.19%"
"02/15/2021","0.056442","0.062639","0.064003","0.047653","19.30B","-9.89%"
"02/14/2021","0.062639","0.066244","0.066392","0.055785","13.80B","-5.45%"
"02/13/2021","0.066249","0.069815","0.071703","0.065915","7.32B","-5.07%"
"02/12/2021","0.069791","0.069780","0.072720","0.061285","13.24B","0.26%"
"02/11/2021","0.069611","0.072580","0.074843","0.068152","11.23B","-4.10%"
"02/10/2021","0.072584","0.070015","0.081396","0.067081","22.67B","3.67%"
"02/09/2021","0.070012","0.078782","0.083567","0.064053","22.36B","-11.14%"
"02/08/2021","0.078793","0.077936","0.085037","0.063839","38.11B","0.36%"
"02/07/2021","0.078508","0.057506","0.086356","0.053464","54.23B","36.62%"
"02/06/2021","0.057465","0.046788","0.058646","0.044505","26.40B","22.83%"
"02/05/2021","0.046783","0.052933","0.054033","0.043289","27.11B","-11.64%"
"02/04/2021","0.052944","0.037340","0.059081","0.035919","72.24B","41.77%"
"02/03/2021","0.037345","0.031297","0.039651","0.031031","20.28B","19.33%"
"02/02/2021","0.031296","0.034784","0.035142","0.029054","19.70B","-9.82%"
"02/01/2021","0.034705","0.036826","0.043700","0.033096","39.34B","-5.80%"
"01/31/2021","0.036841","0.028199","0.048998","0.026909","65.01B","30.66%"
"01/30/2021","0.028197","0.045859","0.050499","0.022269","77.24B","-39.49%"
"01/29/2021","0.046597","0.036085","0.077970","0.032340","146.80B","28.49%"
"01/28/2021","0.036265","0.007415","0.037902","0.007415","12.41B","387.36%"
"01/27/2021","0.007441","0.008244","0.008245","0.007268","2.01B","-9.70%"
"01/26/2021","0.008240","0.008349","0.008454","0.008014","1.47B","-1.35%"
"01/25/2021","0.008353","0.008714","0.008899","0.008259","2.07B","-4.14%"
"01/24/2021","0.008714","0.008571","0.008955","0.008504","1.84B","1.67%"
"01/23/2021","0.008571","0.008516","0.008801","0.008359","1.79B","0.65%"
"01/22/2021","0.008516","0.008167","0.008751","0.007571","2.47B","4.20%"
"01/21/2021","0.008172","0.009055","0.009099","0.008049","2.88B","-9.75%"
"01/20/2021","0.009055","0.009050","0.009141","0.008506","2.65B","0.02%"
"01/19/2021","0.009053","0.009173","0.009655","0.009000","3.51B","-1.29%"
"01/18/2021","0.009172","0.009094","0.009302","0.008949","2.48B","0.86%"
"01/17/2021","0.009094","0.009235","0.009365","0.008806","3.07B","-1.52%"
"01/16/2021","0.009235","0.009370","0.009546","0.009095","3.59B","-1.48%"
"01/15/2021","0.009373","0.009398","0.009827","0.008373","6.69B","-0.28%"
"01/14/2021","0.009400","0.008672","0.010064","0.008329","7.54B","8.43%"
"01/13/2021","0.008669","0.008068","0.008669","0.007779","3.98B","7.47%"
"01/12/2021","0.008066","0.008824","0.009136","0.007848","5.99B","-8.63%"
"01/11/2021","0.008828","0.009829","0.009846","0.006727","11.36B","-10.20%"
"01/10/2021","0.009831","0.010159","0.010850","0.009056","8.01B","-3.22%"
"01/09/2021","0.010158","0.009753","0.010687","0.009658","6.61B","4.15%"
"01/08/2021","0.009753","0.009728","0.010253","0.008834","5.48B","0.29%"
"01/07/2021","0.009724","0.010443","0.010497","0.008972","7.15B","-6.88%"
"01/06/2021","0.010443","0.009960","0.010968","0.009652","16.84B","4.87%"
"01/05/2021","0.009958","0.009784","0.010319","0.008866","15.37B","1.82%"
"01/04/2021","0.009780","0.009845","0.011493","0.007623","38.72B","-0.71%"
"01/03/2021","0.009850","0.010493","0.013928","0.009381","71.68B","-6.09%"
"01/02/2021","0.010489","0.005667","0.014008","0.005553","100.85B","85.27%"
"01/01/2021","0.005661","0.004666","0.005676","0.004606","8.41B","21.33%"
"12/31/2020","0.004666","0.004626","0.004756","0.004522","3.05B","0.84%"
"12/30/2020","0.004627","0.004488","0.004718","0.004439","3.43B","3.11%"
"12/29/2020","0.004488","0.004594","0.004622","0.004255","3.42B","-2.32%"
"12/28/2020","0.004594","0.004549","0.004732","0.004509","3.59B","1.02%"
"12/27/2020","0.004548","0.004511","0.004818","0.004399","5.62B","0.89%"
"12/26/2020","0.004508","0.004558","0.004659","0.004412","5.18B","-1.21%"
"12/25/2020","0.004563","0.004573","0.004638","0.004384","5.34B","-0.22%"
"12/24/2020","0.004573","0.003764","0.004594","0.003673","6.35B","21.40%"
"12/23/2020","0.003767","0.004515","0.004766","0.003604","8.03B","-16.55%"
"12/22/2020","0.004514","0.004777","0.004866","0.004339","8.85B","-5.42%"
"12/21/2020","0.004773","0.004645","0.005463","0.004339","32.48B","2.86%"
"12/20/2020","0.004641","0.003919","0.004721","0.003815","23.48B","18.23%"
"12/19/2020","0.003925","0.003862","0.004025","0.003799","4.57B","1.62%"
"12/18/2020","0.003863","0.003723","0.003985","0.003606","4.75B","3.75%"
"12/17/2020","0.003723","0.003419","0.004127","0.003397","9.51B","8.75%"
"12/16/2020","0.003423","0.003203","0.003439","0.003174","1.81B","6.83%"
"12/15/2020","0.003204","0.003226","0.003262","0.003169","1.11B","-0.62%"
"12/14/2020","0.003224","0.003259","0.003285","0.003192","1.16B","-1.06%"
"12/13/2020","0.003259","0.003164","0.003278","0.003149","1.15B","2.99%"
"12/12/2020","0.003164","0.003076","0.003190","0.003072","1.10B","2.91%"
"12/11/2020","0.003075","0.003109","0.003114","0.003001","996.31M","-1.09%"
"12/10/2020","0.003109","0.003158","0.003171","0.003058","780.04M","-1.55%"
"12/09/2020","0.003158","0.003176","0.003191","0.003006","1.28B","-0.57%"
"12/08/2020","0.003176","0.003333","0.003368","0.003115","1.43B","-4.78%"
"12/07/2020","0.003335","0.003388","0.003407","0.003309","1.04B","-1.56%"
"12/06/2020","0.003388","0.003391","0.003447","0.003348","1.05B","-0.09%"
"12/05/2020","0.003391","0.003285","0.003411","0.003255","1.12B","3.31%"
"12/04/2020","0.003282","0.003433","0.003449","0.003272","1.65B","-4.40%"
"12/03/2020","0.003433","0.003369","0.003522","0.003343","1.73B","1.91%"
"12/02/2020","0.003369","0.003327","0.003457","0.003274","1.80B","1.47%"
"12/01/2020","0.003320","0.003559","0.003585","0.003261","2.97B","-6.52%"
"11/30/2020","0.003551","0.003440","0.003592","0.003408","2.45B","3.25%"
"11/29/2020","0.003440","0.003393","0.003532","0.003345","1.61B","1.41%"
"11/28/2020","0.003392","0.003270","0.003482","0.003236","2.14B","3.72%"
"11/27/2020","0.003270","0.003251","0.003359","0.003089","2.94B","0.79%"
"11/26/2020","0.003245","0.003716","0.003793","0.002945","7.72B","-12.69%"
"11/25/2020","0.003716","0.004232","0.004287","0.003598","7.73B","-12.34%"
"11/24/2020","0.004240","0.003682","0.004263","0.003551","13.30B","15.07%"
"11/23/2020","0.003684","0.003340","0.003686","0.003231","5.15B","10.30%"
"11/22/2020","0.003340","0.003510","0.003673","0.003159","5.99B","-4.84%"
"11/21/2020","0.003510","0.002987","0.003587","0.002983","9.10B","17.54%"
"11/20/2020","0.002986","0.002906","0.003023","0.002904","2.78B","2.79%"
"11/19/2020","0.002905","0.002908","0.002963","0.002856","1.90B","0.06%"
"11/18/2020","0.002904","0.002935","0.003017","0.002817","2.87B","-1.05%"
"11/17/2020","0.002935","0.002879","0.002991","0.002874","3.21B","1.93%"
"11/16/2020","0.002879","0.002773","0.003024","0.002745","3.97B","3.84%"
"11/15/2020","0.002773","0.002766","0.002820","0.002732","1.32B","0.14%"
"11/14/2020","0.002769","0.002811","0.002819","0.002708","1.88B","-1.49%"
"11/13/2020","0.002811","0.002774","0.002855","0.002761","1.58B","1.36%"
"11/12/2020","0.002773","0.002757","0.002797","0.002725","1.15B","0.57%"
"11/11/2020","0.002757","0.002760","0.002863","0.002740","1.99B","-0.09%"
"11/10/2020","0.002760","0.002671","0.002881","0.002632","2.52B","3.25%"
"11/09/2020","0.002673","0.002707","0.002786","0.002651","1.48B","-1.26%"
"11/08/2020","0.002707","0.002670","0.002745","0.002645","923.76M","1.40%"
"11/07/2020","0.002670","0.002757","0.002828","0.002600","2.24B","-3.16%"
"11/06/2020","0.002757","0.002639","0.002815","0.002625","2.80B","4.46%"
"11/05/2020","0.002639","0.002546","0.002666","0.002546","1.29B","3.64%"
"11/04/2020","0.002546","0.002517","0.002560","0.002484","1.26B","1.17%"
"11/03/2020","0.002517","0.002513","0.002529","0.002453","1.33B","0.10%"
"11/02/2020","0.002514","0.002576","0.002588","0.002510","1.17B","-2.40%"
"11/01/2020","0.002576","0.002569","0.002586","0.002557","657.41M","0.30%"
"10/31/2020","0.002568","0.002583","0.002599","0.002548","1.05B","-0.59%"
"10/30/2020","0.002583","0.002576","0.002598","0.002512","1.64B","0.30%"
"10/29/2020","0.002576","0.002583","0.002610","0.002512","1.22B","-0.27%"
"10/28/2020","0.002583","0.002674","0.002696","0.002566","1.81B","-3.42%"
"10/27/2020","0.002674","0.002666","0.002704","0.002620","2.38B","0.35%"
"10/26/2020","0.002665","0.002651","0.002905","0.002634","5.75B","0.50%"
"10/25/2020","0.002652","0.002634","0.002673","0.002618","1.13B","0.66%"
"10/24/2020","0.002634","0.002644","0.002650","0.002610","969.00M","-0.38%"
"10/23/2020","0.002644","0.002647","0.002690","0.002627","959.32M","-0.10%"
"10/22/2020","0.002647","0.002624","0.002689","0.002618","1.33B","0.89%"
"10/21/2020","0.002624","0.002595","0.002662","0.002593","1.70B","1.09%"
"10/20/2020","0.002595","0.002592","0.002624","0.002581","1.36B","0.13%"
"10/19/2020","0.002592","0.002592","0.002619","0.002573","1.41B","-0.04%"
"10/18/2020","0.002593","0.002585","0.002605","0.002579","653.26M","0.32%"
"10/17/2020","0.002585","0.002604","0.002607","0.002575","597.98M","-0.72%"
"10/16/2020","0.002604","0.002601","0.002620","0.002554","1.42B","0.13%"
"10/15/2020","0.002600","0.002638","0.002639","0.002572","1.27B","-1.44%"
"10/14/2020","0.002638","0.002637","0.002661","0.002621","735.26M","0.05%"
"10/13/2020","0.002637","0.002669","0.002679","0.002629","926.05M","-1.11%"
"10/12/2020","0.002667","0.002681","0.002711","0.002628","1.26B","-0.55%"
"10/11/2020","0.002681","0.002666","0.002704","0.002652","815.47M","0.59%"
"10/10/2020","0.002666","0.002657","0.002719","0.002652","1.71B","0.34%"
"10/09/2020","0.002657","0.002605","0.002680","0.002594","2.47B","1.84%"
"10/08/2020","0.002609","0.002594","0.002628","0.002555","2.26B","0.55%"
"10/07/2020","0.002595","0.002599","0.002614","0.002559","2.16B","-0.28%"
"10/06/2020","0.002602","0.002622","0.002630","0.002573","2.02B","-0.72%"
"10/05/2020","0.002621","0.002638","0.002654","0.002600","1.82B","-0.66%"
"10/04/2020","0.002638","0.002599","0.002676","0.002592","1.88B","1.61%"
"10/03/2020","0.002597","0.002590","0.002634","0.002575","1.83B","0.26%"
"10/02/2020","0.002590","0.002625","0.002633","0.002541","4.00B","-1.32%"
"10/01/2020","0.002625","0.002634","0.002684","0.002569","2.36B","-0.34%"
"09/30/2020","0.002634","0.002673","0.002682","0.002619","1.46B","-1.46%"
"09/29/2020","0.002673","0.002648","0.002709","0.002635","2.20B","0.88%"
"09/28/2020","0.002649","0.002697","0.002737","0.002624","1.60B","-1.77%"
"09/27/2020","0.002697","0.002697","0.002733","0.002663","1.06B","0.00%"
"09/26/2020","0.002697","0.002713","0.002753","0.002675","1.66B","-0.60%"
"09/25/2020","0.002713","0.002631","0.002723","0.002616","2.11B","3.17%"
"09/24/2020","0.002630","0.002550","0.002655","0.002533","1.40B","3.18%"
"09/23/2020","0.002549","0.002643","0.002648","0.002539","1.50B","-3.56%"
"09/22/2020","0.002643","0.002600","0.002655","0.002583","1.36B","1.40%"
"09/21/2020","0.002606","0.002774","0.002799","0.002583","2.40B","-6.06%"
"09/20/2020","0.002774","0.002792","0.002800","0.002725","1.69B","-0.62%"
"09/19/2020","0.002792","0.002788","0.002808","0.002766","1.54B","0.15%"
"09/18/2020","0.002787","0.002807","0.002815","0.002751","1.15B","-0.70%"
"09/17/2020","0.002807","0.002793","0.002839","0.002771","1.41B","0.48%"
"09/16/2020","0.002793","0.002829","0.002857","0.002783","2.02B","-1.25%"
"09/15/2020","0.002829","0.002790","0.002868","0.002778","2.21B","1.39%"
"09/14/2020","0.002790","0.002783","0.002811","0.002740","1.84B","0.26%"
"09/13/2020","0.002783","0.002815","0.002817","0.002743","2.02B","-1.15%"
"09/12/2020","0.002815","0.002796","0.002835","0.002762","2.28B","0.66%"
"09/11/2020","0.002796","0.002805","0.002818","0.002743","2.79B","-0.29%"
"09/10/2020","0.002805","0.002780","0.002846","0.002755","2.89B","0.87%"
"09/09/2020","0.002781","0.002745","0.002803","0.002694","2.58B","1.27%"
"09/08/2020","0.002746","0.002815","0.002836","0.002681","3.09B","-2.46%"
"09/07/2020","0.002815","0.002783","0.002834","0.002688","4.32B","1.15%"
"09/06/2020","0.002783","0.002760","0.002802","0.002693","5.15B","0.84%"
"09/05/2020","0.002760","0.002877","0.002925","0.002697","5.07B","-4.06%"
"09/04/2020","0.002877","0.002764","0.002965","0.002712","5.70B","3.60%"
"09/03/2020","0.002777","0.003115","0.003129","0.002708","6.14B","-10.95%"
"09/02/2020","0.003118","0.003242","0.003276","0.003015","5.65B","-3.83%"
"09/01/2020","0.003242","0.003210","0.003286","0.003172","9.17B","1.00%"
"08/31/2020","0.003210","0.003297","0.003310","0.003185","9.46B","-2.65%"
"08/30/2020","0.003298","0.003276","0.003355","0.003262","8.48B","0.66%"
"08/29/2020","0.003276","0.003263","0.003308","0.003229","8.48B","0.38%"
"08/28/2020","0.003263","0.003205","0.003277","0.003166","6.57B","1.83%"
"08/27/2020","0.003205","0.003288","0.003340","0.003143","10.01B","-2.67%"
"08/26/2020","0.003293","0.003282","0.003340","0.003233","8.81B","0.39%"
"08/25/2020","0.003280","0.003409","0.003421","0.003210","7.65B","-3.79%"
"08/24/2020","0.003409","0.003397","0.003466","0.003376","2.90B","0.36%"
"08/23/2020","0.003397","0.003437","0.003452","0.003368","1.97B","-1.16%"
"08/22/2020","0.003437","0.003376","0.003454","0.003324","2.58B","1.80%"
"08/21/2020","0.003376","0.003441","0.003560","0.003368","4.26B","-1.88%"
"08/20/2020","0.003441","0.003419","0.003496","0.003375","2.06B","0.71%"
"08/19/2020","0.003417","0.003477","0.003536","0.003345","3.36B","-1.74%"
"08/18/2020","0.003477","0.003589","0.003713","0.003454","4.23B","-3.10%"
"08/17/2020","0.003589","0.003535","0.003723","0.003497","5.55B","1.51%"
"08/16/2020","0.003535","0.003535","0.003564","0.003446","3.20B","0.02%"
"08/15/2020","0.003535","0.003570","0.003618","0.003480","3.76B","-0.99%"
"08/14/2020","0.003570","0.003483","0.003586","0.003436","3.48B","2.51%"
"08/13/2020","0.003483","0.003462","0.003515","0.003340","4.77B","0.61%"
"08/12/2020","0.003462","0.003391","0.003511","0.003324","4.49B","2.08%"
"08/11/2020","0.003391","0.003495","0.003574","0.003325","5.59B","-2.98%"
"08/10/2020","0.003495","0.003468","0.003550","0.003400","4.52B","0.78%"
"08/09/2020","0.003468","0.003514","0.003535","0.003411","3.56B","-1.29%"
"08/08/2020","0.003514","0.003531","0.003544","0.003406","4.05B","-0.50%"
"08/07/2020","0.003531","0.003559","0.003623","0.003406","4.80B","-0.77%"
"08/06/2020","0.003559","0.003501","0.003658","0.003451","4.01B","1.63%"
"08/05/2020","0.003501","0.003549","0.003584","0.003462","4.33B","-1.33%"
"08/04/2020","0.003549","0.003372","0.003599","0.003362","4.95B","5.24%"
"08/03/2020","0.003372","0.003333","0.003451","0.003310","4.20B","1.17%"
"08/02/2020","0.003333","0.003713","0.003768","0.003134","8.03B","-10.24%"
"08/01/2020","0.003713","0.003224","0.003839","0.003202","11.35B","15.17%"
"07/31/2020","0.003224","0.003227","0.003244","0.003173","3.28B","-0.08%"
"07/30/2020","0.003227","0.003171","0.003243","0.003132","2.87B","1.75%"
"07/29/2020","0.003171","0.003198","0.003271","0.003161","3.23B","-0.39%"
"07/28/2020","0.003184","0.003167","0.003224","0.003126","3.96B","0.53%"
"07/27/2020","0.003167","0.003237","0.003240","0.003017","5.86B","-2.16%"
"07/26/2020","0.003237","0.003252","0.003287","0.003177","4.57B","-0.47%"
"07/25/2020","0.003252","0.003215","0.003326","0.003179","4.26B","1.16%"
"07/24/2020","0.003215","0.003298","0.003308","0.003163","4.16B","-2.54%"
"07/23/2020","0.003298","0.003289","0.003332","0.003260","3.89B","0.30%"
"07/22/2020","0.003289","0.003300","0.003309","0.003210","3.52B","-0.36%"
"07/21/2020","0.003300","0.003226","0.003311","0.003183","4.84B","2.32%"
"07/20/2020","0.003226","0.003381","0.003437","0.003156","5.60B","-4.58%"
"07/19/2020","0.003381","0.003455","0.003764","0.003314","9.43B","-2.15%"
"07/18/2020","0.003455","0.003055","0.003654","0.003018","18.06B","13.09%"
"07/17/2020","0.003055","0.002981","0.003100","0.002920","5.70B","2.49%"
"07/16/2020","0.002981","0.003094","0.003097","0.002879","6.24B","-3.66%"
"07/15/2020","0.003094","0.003294","0.003372","0.003062","5.24B","-6.01%"
"07/14/2020","0.003291","0.003160","0.003383","0.003040","7.34B","4.17%"
"07/13/2020","0.003160","0.003635","0.003644","0.003019","13.40B","-13.09%"
"07/12/2020","0.003636","0.003808","0.003846","0.003601","6.56B","-4.52%"
"07/11/2020","0.003808","0.003524","0.003956","0.003459","11.32B","8.02%"
"07/10/2020","0.003525","0.004331","0.004332","0.003416","18.81B","-18.61%"
"07/09/2020","0.004331","0.004743","0.005029","0.004077","24.23B","-8.95%"
"07/08/2020","0.004757","0.003121","0.005425","0.003051","48.78B","52.41%"
"07/07/2020","0.003121","0.002618","0.003259","0.002601","12.70B","19.21%"
"07/06/2020","0.002618","0.002301","0.002620","0.002295","4.52B","13.78%"
"07/05/2020","0.002301","0.002306","0.002314","0.002282","2.56B","-0.23%"
"07/04/2020","0.002306","0.002322","0.002329","0.002302","2.60B","-0.66%"
"07/03/2020","0.002322","0.002322","0.002338","0.002296","2.77B","0.00%"
"07/02/2020","0.002322","0.002327","0.002347","0.002290","2.76B","-0.21%"
"07/01/2020","0.002327","0.002314","0.002349","0.002301","2.79B","0.54%"
"06/30/2020","0.002314","0.002305","0.002332","0.002288","2.86B","0.40%"
"06/29/2020","0.002305","0.002315","0.002337","0.002296","3.05B","-0.42%"
"06/28/2020","0.002315","0.002324","0.002367","0.002284","2.85B","-0.39%"
"06/27/2020","0.002324","0.002358","0.002362","0.002277","2.69B","-1.45%"
"06/26/2020","0.002358","0.002408","0.002419","0.002348","2.60B","-2.11%"
"06/25/2020","0.002408","0.002425","0.002425","0.002382","2.76B","-0.67%"
"06/24/2020","0.002425","0.002473","0.002487","0.002384","3.30B","-1.94%"
"06/23/2020","0.002473","0.002472","0.002492","0.002459","3.03B","0.03%"
"06/22/2020","0.002472","0.002449","0.002505","0.002438","3.15B","0.93%"
